time_s,cart_x_m,cart_v_ms,pole_rad,pole_deg,pole_omega_rads,force_N,pid_up,pid_ui,pid_ud
13.191667,-0.000018,-0.000037,0.000003,0.0002,-0.000001,0.0000,0.0015,0.0013,-0.0001
13.200000,-0.000019,-0.000037,0.000003,0.0002,-0.000001,0.0000,0.0015,0.0013,-0.0001
13.208333,-0.000019,-0.000036,0.000003,0.0002,-0.000001,0.0000,0.0015,0.0013,-0.0001
13.216667,-0.000019,-0.000036,0.000003,0.0002,-0.000001,0.0000,0.0015,0.0013,-0.0001
13.225000,-0.000020,-0.000036,0.000003,0.0002,-0.000001,0.0000,0.0015,0.0013,-0.0001
13.233333,-0.000020,-0.000036,0.000003,0.0002,-0.000001,0.0000,0.0015,0.0013,-0.0001
13.241667,-0.000020,-0.000035,0.000003,0.0002,-0.000001,0.0000,0.0015,0.0013,-0.0001
13.250000,-0.000021,-0.000035,0.000003,0.0002,-0.000001,0.0000,0.0015,0.0013,-0.0001
13.258333,-0.000021,-0.000035,0.000003,0.0002,-0.000001,0.0000,0.0014,0.0013,-0.0001
13.266667,-0.000021,-0.000035,0.000003,0.0002,-0.000001,0.0000,0.0014,0.0013,-0.0001
13.275000,-0.000021,-0.000034,0.000003,0.0002,-0.000001,0.0000,0.0014,0.0013,-0.0001
13.283333,-0.000022,-0.000034,0.000003,0.0002,-0.000001,0.0000,0.0014,0.0013,-0.0001
13.291667,-0.000022,-0.000034,0.000003,0.0002,-0.000001,0.0000,0.0014,0.0013,-0.0001
13.300000,-0.000022,-0.000034,0.000003,0.0002,-0.000001,0.0000,0.0014,0.0013,-0.0001
13.308333,-0.000023,-0.000033,0.000003,0.0002,-0.000001,0.0000,0.0014,0.0013,-0.0001
13.316667,-0.000023,-0.000033,0.000003,0.0002,-0.000001,0.0000,0.0014,0.0013,-0.0001
13.325000,-0.000023,-0.000033,0.000003,0.0002,-0.000001,0.0000,0.0014,0.0013,-0.0001
13.333333,-0.000023,-0.000033,0.000003,0.0002,-0.000001,0.0000,0.0014,0.0013,-0.0001
13.341667,-0.000024,-0.000032,0.000003,0.0002,-0.000001,0.0000,0.0014,0.0013,-0.0001
13.350000,-0.000024,-0.000032,0.000003,0.0002,-0.000001,0.0000,0.0014,0.0013,-0.0001
13.358333,-0.000024,-0.000032,0.000003,0.0002,-0.000001,0.0000,0.0014,0.0013,-0.0001
13.366667,-0.000024,-0.000032,0.000003,0.0002,-0.000001,0.0000,0.0014,0.0013,-0.0001
13.375000,-0.000025,-0.000031,0.000003,0.0002,-0.000001,0.0000,0.0014,0.0013,-0.0001
13.383333,-0.000025,-0.000031,0.000003,0.0002,-0.000001,0.0000,0.0014,0.0013,-0.0001
13.391667,-0.000025,-0.000031,0.000003,0.0002,-0.000001,0.0000,0.0014,0.0013,-0.0001
13.400000,-0.000025,-0.000031,0.000003,0.0002,-0.000001,0.0000,0.0014,0.0013,-0.0001
13.408333,-0.000026,-0.000030,0.000003,0.0002,-0.000001,0.0000,0.0014,0.0013,-0.0001
13.416667,-0.000026,-0.000030,0.000003,0.0002,-0.000001,0.0000,0.0014,0.0013,-0.0001
13.425000,-0.000026,-0.000030,0.000003,0.0002,-0.000001,0.0000,0.0014,0.0013,-0.0001
13.433333,-0.000026,-0.000030,0.000003,0.0002,-0.000001,0.0000,0.0014,0.0013,-0.0001
13.441667,-0.000027,-0.000029,0.000003,0.0002,-0.000001,0.0000,0.0014,0.0013,-0.0001
13.450000,-0.000027,-0.000029,0.000003,0.0002,-0.000001,0.0000,0.0014,0.0013,-0.0001
13.458333,-0.000027,-0.000029,0.000003,0.0002,-0.000001,0.0000,0.0014,0.0013,-0.0001
13.466667,-0.000027,-0.000029,0.000003,0.0002,-0.000001,0.0000,0.0014,0.0013,-0.0001
13.475000,-0.000028,-0.000029,0.000003,0.0002,-0.000001,0.0000,0.0014,0.0013,-0.0001
13.483333,-0.000028,-0.000028,0.000003,0.0002,-0.000001,0.0000,0.0013,0.0013,-0.0002
13.491667,-0.000028,-0.000028,0.000003,0.0002,-0.000001,0.0000,0.0013,0.0013,-0.0002
13.500000,-0.000028,-0.000028,0.000003,0.0002,-0.000001,0.0000,0.0013,0.0013,-0.0002
13.508333,-0.000029,-0.000028,0.000003,0.0002,-0.000001,0.0000,0.0013,0.0013,-0.0002
13.516667,-0.000029,-0.000027,0.000003,0.0002,-0.000001,0.0000,0.0013,0.0013,-0.0002
13.525000,-0.000029,-0.000027,0.000003,0.0002,-0.000001,0.0000,0.0013,0.0013,-0.0002
13.533333,-0.000029,-0.000027,0.000003,0.0002,-0.000001,0.0000,0.0013,0.0013,-0.0002
13.541667,-0.000030,-0.000027,0.000003,0.0002,-0.000001,0.0000,0.0013,0.0013,-0.0002
13.550000,-0.000030,-0.000027,0.000003,0.0002,-0.000001,0.0000,0.0013,0.0013,-0.0002
13.558333,-0.000030,-0.000026,0.000003,0.0002,-0.000001,0.0000,0.0013,0.0013,-0.0002
13.566667,-0.000030,-0.000026,0.000003,0.0001,-0.000001,0.0000,0.0013,0.0013,-0.0002
13.575000,-0.000030,-0.000026,0.000003,0.0001,-0.000001,0.0000,0.0013,0.0013,-0.0002
13.583333,-0.000031,-0.000026,0.000003,0.0001,-0.000001,0.0000,0.0013,0.0013,-0.0002
13.591667,-0.000031,-0.000025,0.000003,0.0001,-0.000001,0.0000,0.0013,0.0013,-0.0002
13.600000,-0.000031,-0.000025,0.000003,0.0001,-0.000001,0.0000,0.0013,0.0013,-0.0002
13.608333,-0.000031,-0.000025,0.000003,0.0001,-0.000001,0.0000,0.0013,0.0013,-0.0002
13.616667,-0.000031,-0.000025,0.000003,0.0001,-0.000001,0.0000,0.0013,0.0013,-0.0002
13.625000,-0.000032,-0.000025,0.000003,0.0001,-0.000001,0.0000,0.0013,0.0013,-0.0002
13.633333,-0.000032,-0.000024,0.000003,0.0001,-0.000001,0.0000,0.0013,0.0013,-0.0002
13.641667,-0.000032,-0.000024,0.000003,0.0001,-0.000001,0.0000,0.0013,0.0013,-0.0002
13.650000,-0.000032,-0.000024,0.000003,0.0001,-0.000001,0.0000,0.0013,0.0013,-0.0002
13.658333,-0.000032,-0.000024,0.000003,0.0001,-0.000001,0.0000,0.0012,0.0013,-0.0002
13.666667,-0.000033,-0.000024,0.000002,0.0001,-0.000001,0.0000,0.0012,0.0013,-0.0002
13.675000,-0.000033,-0.000023,0.000002,0.0001,-0.000001,0.0000,0.0012,0.0013,-0.0002
13.683333,-0.000033,-0.000023,0.000002,0.0001,-0.000001,0.0000,0.0012,0.0013,-0.0002
13.691667,-0.000033,-0.000023,0.000002,0.0001,-0.000001,0.0000,0.0012,0.0013,-0.0002
13.700000,-0.000033,-0.000023,0.000002,0.0001,-0.000001,0.0000,0.0012,0.0013,-0.0002
13.708333,-0.000034,-0.000023,0.000002,0.0001,-0.000001,0.0000,0.0012,0.0013,-0.0002
13.716667,-0.000034,-0.000022,0.000002,0.0001,-0.000001,0.0000,0.0012,0.0013,-0.0002
13.725000,-0.000034,-0.000022,0.000002,0.0001,-0.000001,0.0000,0.0012,0.0013,-0.0002
13.733333,-0.000034,-0.000022,0.000002,0.0001,-0.000001,0.0000,0.0012,0.0013,-0.0002
13.741667,-0.000034,-0.000022,0.000002,0.0001,-0.000001,0.0000,0.0012,0.0013,-0.0002
13.750000,-0.000035,-0.000022,0.000002,0.0001,-0.000001,0.0000,0.0012,0.0013,-0.0002
13.758333,-0.000035,-0.000021,0.000002,0.0001,-0.000001,0.0000,0.0012,0.0013,-0.0002
13.766667,-0.000035,-0.000021,0.000002,0.0001,-0.000001,0.0000,0.0012,0.0013,-0.0002
13.775000,-0.000035,-0.000021,0.000002,0.0001,-0.000001,0.0000,0.0012,0.0013,-0.0002
13.783333,-0.000035,-0.000021,0.000002,0.0001,-0.000001,0.0000,0.0012,0.0013,-0.0002
13.791667,-0.000035,-0.000021,0.000002,0.0001,-0.000001,0.0000,0.0012,0.0013,-0.0002
13.800000,-0.000036,-0.000020,0.000002,0.0001,-0.000001,0.0000,0.0012,0.0013,-0.0002
13.808333,-0.000036,-0.000020,0.000002,0.0001,-0.000001,0.0000,0.0012,0.0013,-0.0002
13.816667,-0.000036,-0.000020,0.000002,0.0001,-0.000001,0.0000,0.0011,0.0013,-0.0002
13.825000,-0.000036,-0.000020,0.000002,0.0001,-0.000001,0.0000,0.0011,0.0013,-0.0002
13.833333,-0.000036,-0.000020,0.000002,0.0001,-0.000001,0.0000,0.0011,0.0013,-0.0002
13.841667,-0.000036,-0.000019,0.000002,0.0001,-0.000001,0.0000,0.0011,0.0013,-0.0002
13.850000,-0.000037,-0.000019,0.000002,0.0001,-0.000001,0.0000,0.0011,0.0013,-0.0002
13.858333,-0.000037,-0.000019,0.000002,0.0001,-0.000001,0.0000,0.0011,0.0013,-0.0002
13.866667,-0.000037,-0.000019,0.000002,0.0001,-0.000001,0.0000,0.0011,0.0013,-0.0002
13.875000,-0.000037,-0.000019,0.000002,0.0001,-0.000001,0.0000,0.0011,0.0013,-0.0002
13.883333,-0.000037,-0.000018,0.000002,0.0001,-0.000001,0.0000,0.0011,0.0013,-0.0002
13.891667,-0.000037,-0.000018,0.000002,0.0001,-0.000001,0.0000,0.0011,0.0013,-0.0002
13.900000,-0.000038,-0.000018,0.000002,0.0001,-0.000001,0.0000,0.0011,0.0013,-0.0002
13.908333,-0.000038,-0.000018,0.000002,0.0001,-0.000001,0.0000,0.0011,0.0013,-0.0002
13.916667,-0.000038,-0.000018,0.000002,0.0001,-0.000001,0.0000,0.0011,0.0013,-0.0002
13.925000,-0.000038,-0.000018,0.000002,0.0001,-0.000001,0.0000,0.0011,0.0013,-0.0002
13.933333,-0.000038,-0.000017,0.000002,0.0001,-0.000001,0.0000,0.0011,0.0013,-0.0002
13.941667,-0.000038,-0.000017,0.000002,0.0001,-0.000001,0.0000,0.0011,0.0013,-0.0002
13.950000,-0.000038,-0.000017,0.000002,0.0001,-0.000001,0.0000,0.0011,0.0013,-0.0002
13.958333,-0.000039,-0.000017,0.000002,0.0001,-0.000001,0.0000,0.0011,0.0013,-0.0002
13.966667,-0.000039,-0.000017,0.000002,0.0001,-0.000001,0.0000,0.0010,0.0013,-0.0002
13.975000,-0.000039,-0.000016,0.000002,0.0001,-0.000001,0.0000,0.0010,0.0013,-0.0002
13.983333,-0.000039,-0.000016,0.000002,0.0001,-0.000001,0.0000,0.0010,0.0013,-0.0002
13.991667,-0.000039,-0.000016,0.000002,0.0001,-0.000001,0.0000,0.0010,0.0013,-0.0002
14.000000,-0.000039,-0.000016,0.000002,0.0001,-0.000001,0.0000,0.0010,0.0013,-0.0002
14.008333,-0.000039,-0.000016,0.000002,0.0001,-0.000001,0.0000,0.0010,0.0013,-0.0002
14.016667,-0.000039,-0.000016,0.000002,0.0001,-0.000001,0.0000,0.0010,0.0013,-0.0002
14.025000,-0.000040,-0.000015,0.000002,0.0001,-0.000001,0.0000,0.0010,0.0013,-0.0002
14.033333,-0.000040,-0.000015,0.000002,0.0001,-0.000001,0.0000,0.0010,0.0013,-0.0002
14.041667,-0.000040,-0.000015,0.000002,0.0001,-0.000001,0.0000,0.0010,0.0013,-0.0002
14.050000,-0.000040,-0.000015,0.000002,0.0001,-0.000001,0.0000,0.0010,0.0013,-0.0002
14.058333,-0.000040,-0.000015,0.000002,0.0001,-0.000001,0.0000,0.0010,0.0013,-0.0002
14.066667,-0.000040,-0.000015,0.000002,0.0001,-0.000001,0.0000,0.0010,0.0013,-0.0002
14.075000,-0.000040,-0.000015,0.000002,0.0001,-0.000001,0.0000,0.0010,0.0013,-0.0002
14.083333,-0.000040,-0.000014,0.000002,0.0001,-0.000001,0.0000,0.0010,0.0013,-0.0002
14.091667,-0.000041,-0.000014,0.000002,0.0001,-0.000001,0.0000,0.0010,0.0013,-0.0002
14.100000,-0.000041,-0.000014,0.000002,0.0001,-0.000001,0.0000,0.0010,0.0013,-0.0002
14.108333,-0.000041,-0.000014,0.000002,0.0001,-0.000001,0.0000,0.0010,0.0013,-0.0002
14.116667,-0.000041,-0.000014,0.000002,0.0001,-0.000001,0.0000,0.0009,0.0013,-0.0002
14.125000,-0.000041,-0.000014,0.000002,0.0001,-0.000001,0.0000,0.0009,0.0013,-0.0002
14.133333,-0.000041,-0.000013,0.000002,0.0001,-0.000001,0.0000,0.0009,0.0013,-0.0002
14.141667,-0.000041,-0.000013,0.000002,0.0001,-0.000001,0.0000,0.0009,0.0013,-0.0002
14.150000,-0.000041,-0.000013,0.000002,0.0001,-0.000001,0.0000,0.0009,0.0013,-0.0002
14.158333,-0.000041,-0.000013,0.000002,0.0001,-0.000001,0.0000,0.0009,0.0013,-0.0002
14.166667,-0.000042,-0.000013,0.000002,0.0001,-0.000001,0.0000,0.0009,0.0013,-0.0002
14.175000,-0.000042,-0.000013,0.000002,0.0001,-0.000001,0.0000,0.0009,0.0013,-0.0002
14.183333,-0.000042,-0.000013,0.000002,0.0001,-0.000001,0.0000,0.0009,0.0013,-0.0002
14.191667,-0.000042,-0.000012,0.000002,0.0001,-0.000001,0.0000,0.0009,0.0013,-0.0002
14.200000,-0.000042,-0.000012,0.000002,0.0001,-0.000001,0.0000,0.0009,0.0013,-0.0002
14.208333,-0.000042,-0.000012,0.000002,0.0001,-0.000001,0.0000,0.0009,0.0013,-0.0002
14.216667,-0.000042,-0.000012,0.000002,0.0001,-0.000001,0.0000,0.0009,0.0013,-0.0002
14.225000,-0.000042,-0.000012,0.000002,0.0001,-0.000001,0.0000,0.0009,0.0013,-0.0002
14.233333,-0.000042,-0.000012,0.000002,0.0001,-0.000001,0.0000,0.0009,0.0013,-0.0002
14.241667,-0.000043,-0.000011,0.000002,0.0001,-0.000001,0.0000,0.0009,0.0013,-0.0002
14.250000,-0.000043,-0.000011,0.000002,0.0001,-0.000001,0.0000,0.0009,0.0013,-0.0002
14.258333,-0.000043,-0.000011,0.000002,0.0001,-0.000001,0.0000,0.0009,0.0013,-0.0002
14.266667,-0.000043,-0.000011,0.000002,0.0001,-0.000001,0.0000,0.0009,0.0013,-0.0002
14.275000,-0.000043,-0.000011,0.000002,0.0001,-0.000001,0.0000,0.0008,0.0013,-0.0002
14.283333,-0.000043,-0.000011,0.000002,0.0001,-0.000001,0.0000,0.0008,0.0013,-0.0002
14.291667,-0.000043,-0.000011,0.000002,0.0001,-0.000001,0.0000,0.0008,0.0013,-0.0002
14.300000,-0.000043,-0.000011,0.000002,0.0001,-0.000001,0.0000,0.0008,0.0013,-0.0002
14.308333,-0.000043,-0.000010,0.000002,0.0001,-0.000001,0.0000,0.0008,0.0013,-0.0002
14.316667,-0.000043,-0.000010,0.000002,0.0001,-0.000001,0.0000,0.0008,0.0013,-0.0002
14.325000,-0.000043,-0.000010,0.000002,0.0001,-0.000001,0.0000,0.0008,0.0013,-0.0002
14.333333,-0.000043,-0.000010,0.000002,0.0001,-0.000001,0.0000,0.0008,0.0013,-0.0002
14.341667,-0.000044,-0.000010,0.000002,0.0001,-0.000001,0.0000,0.0008,0.0013,-0.0002
14.350000,-0.000044,-0.000010,0.000002,0.0001,-0.000001,0.0000,0.0008,0.0013,-0.0002
14.358333,-0.000044,-0.000010,0.000002,0.0001,-0.000001,0.0000,0.0008,0.0013,-0.0002
14.366667,-0.000044,-0.000009,0.000002,0.0001,-0.000001,0.0000,0.0008,0.0013,-0.0002
14.375000,-0.000044,-0.000009,0.000002,0.0001,-0.000001,0.0000,0.0008,0.0013,-0.0002
14.383333,-0.000044,-0.000009,0.000002,0.0001,-0.000001,0.0000,0.0008,0.0013,-0.0002
14.391667,-0.000044,-0.000009,0.000002,0.0001,-0.000001,0.0000,0.0008,0.0013,-0.0002
14.400000,-0.000044,-0.000009,0.000002,0.0001,-0.000001,0.0000,0.0008,0.0013,-0.0002
14.408333,-0.000044,-0.000009,0.000002,0.0001,-0.000001,0.0000,0.0008,0.0013,-0.0002
14.416667,-0.000044,-0.000009,0.000002,0.0001,-0.000001,0.0000,0.0008,0.0013,-0.0002
14.425000,-0.000044,-0.000009,0.000002,0.0001,-0.000001,0.0000,0.0007,0.0013,-0.0002
14.433333,-0.000044,-0.000008,0.000001,0.0001,-0.000001,0.0000,0.0007,0.0013,-0.0002
14.441667,-0.000044,-0.000008,0.000001,0.0001,-0.000001,0.0000,0.0007,0.0013,-0.0002
14.450000,-0.000045,-0.000008,0.000001,0.0001,-0.000001,0.0000,0.0007,0.0013,-0.0002
14.458333,-0.000045,-0.000008,0.000001,0.0001,-0.000001,0.0000,0.0007,0.0013,-0.0002
14.466667,-0.000045,-0.000008,0.000001,0.0001,-0.000001,0.0000,0.0007,0.0013,-0.0002
14.475000,-0.000045,-0.000008,0.000001,0.0001,-0.000001,0.0000,0.0007,0.0013,-0.0002
14.483333,-0.000045,-0.000008,0.000001,0.0001,-0.000001,0.0000,0.0007,0.0013,-0.0002
14.491667,-0.000045,-0.000008,0.000001,0.0001,-0.000001,0.0000,0.0007,0.0013,-0.0002
14.500000,-0.000045,-0.000008,0.000001,0.0001,-0.000001,0.0000,0.0007,0.0013,-0.0002
14.508333,-0.000045,-0.000007,0.000001,0.0001,-0.000001,0.0000,0.0007,0.0013,-0.0002
14.516667,-0.000045,-0.000007,0.000001,0.0001,-0.000001,0.0000,0.0007,0.0013,-0.0002
14.525000,-0.000045,-0.000007,0.000001,0.0001,-0.000001,0.0000,0.0007,0.0013,-0.0002
14.533333,-0.000045,-0.000007,0.000001,0.0001,-0.000001,0.0000,0.0007,0.0013,-0.0002
14.541667,-0.000045,-0.000007,0.000001,0.0001,-0.000001,0.0000,0.0007,0.0013,-0.0002
14.550000,-0.000045,-0.000007,0.000001,0.0001,-0.000001,0.0000,0.0007,0.0013,-0.0002
14.558333,-0.000045,-0.000007,0.000001,0.0001,-0.000001,0.0000,0.0007,0.0013,-0.0002
14.566667,-0.000045,-0.000007,0.000001,0.0001,-0.000001,0.0000,0.0007,0.0013,-0.0002
14.575000,-0.000045,-0.000007,0.000001,0.0001,-0.000001,0.0000,0.0007,0.0013,-0.0002
14.583333,-0.000046,-0.000006,0.000001,0.0001,-0.000001,0.0000,0.0007,0.0013,-0.0002
14.591667,-0.000046,-0.000006,0.000001,0.0001,-0.000001,0.0000,0.0006,0.0013,-0.0002
14.600000,-0.000046,-0.000006,0.000001,0.0001,-0.000001,0.0000,0.0006,0.0013,-0.0002
14.608333,-0.000046,-0.000006,0.000001,0.0001,-0.000001,0.0000,0.0006,0.0013,-0.0002
14.616667,-0.000046,-0.000006,0.000001,0.0001,-0.000001,0.0000,0.0006,0.0013,-0.0002
14.625000,-0.000046,-0.000006,0.000001,0.0001,-0.000001,0.0000,0.0006,0.0013,-0.0002
14.633333,-0.000046,-0.000006,0.000001,0.0001,-0.000001,0.0000,0.0006,0.0013,-0.0002
14.641667,-0.000046,-0.000006,0.000001,0.0001,-0.000001,0.0000,0.0006,0.0013,-0.0002
14.650000,-0.000046,-0.000006,0.000001,0.0001,-0.000001,0.0000,0.0006,0.0013,-0.0002
14.658333,-0.000046,-0.000006,0.000001,0.0001,-0.000001,0.0000,0.0006,0.0013,-0.0002
14.666667,-0.000046,-0.000005,0.000001,0.0001,-0.000001,0.0000,0.0006,0.0013,-0.0002
14.675000,-0.000046,-0.000005,0.000001,0.0001,-0.000001,0.0000,0.0006,0.0013,-0.0002
14.683333,-0.000046,-0.000005,0.000001,0.0001,-0.000001,0.0000,0.0006,0.0013,-0.0002
14.691667,-0.000046,-0.000005,0.000001,0.0001,-0.000001,0.0000,0.0006,0.0013,-0.0002
14.700000,-0.000046,-0.000005,0.000001,0.0001,-0.000001,0.0000,0.0006,0.0013,-0.0002
14.708333,-0.000046,-0.000005,0.000001,0.0001,-0.000001,0.0000,0.0006,0.0013,-0.0002
14.716667,-0.000046,-0.000005,0.000001,0.0001,-0.000001,0.0000,0.0006,0.0013,-0.0002
14.725000,-0.000046,-0.000005,0.000001,0.0001,-0.000001,0.0000,0.0006,0.0013,-0.0002
14.733333,-0.000046,-0.000005,0.000001,0.0001,-0.000001,0.0000,0.0006,0.0013,-0.0002
14.741667,-0.000046,-0.000005,0.000001,0.0001,-0.000001,0.0000,0.0006,0.0013,-0.0002
14.750000,-0.000046,-0.000005,0.000001,0.0001,-0.000001,0.0000,0.0006,0.0013,-0.0002
14.758333,-0.000046,-0.000004,0.000001,0.0001,-0.000001,0.0000,0.0006,0.0013,-0.0002
14.766667,-0.000047,-0.000004,0.000001,0.0001,-0.000001,0.0000,0.0005,0.0013,-0.0002
14.775000,-0.000047,-0.000004,0.000001,0.0001,-0.000001,0.0000,0.0005,0.0013,-0.0002
14.783333,-0.000047,-0.000004,0.000001,0.0001,-0.000001,0.0000,0.0005,0.0013,-0.0002
14.791667,-0.000047,-0.000004,0.000001,0.0001,-0.000001,0.0000,0.0005,0.0013,-0.0002
14.800000,-0.000047,-0.000004,0.000001,0.0001,-0.000001,0.0000,0.0005,0.0013,-0.0002
14.808333,-0.000047,-0.000004,0.000001,0.0001,-0.000001,0.0000,0.0005,0.0013,-0.0002
14.816667,-0.000047,-0.000004,0.000001,0.0001,-0.000001,0.0000,0.0005,0.0013,-0.0002
14.825000,-0.000047,-0.000004,0.000001,0.0001,-0.000001,0.0000,0.0005,0.0013,-0.0002
14.833333,-0.000047,-0.000004,0.000001,0.0001,-0.000001,0.0000,0.0005,0.0013,-0.0002
14.841667,-0.000047,-0.000004,0.000001,0.0001,-0.000001,0.0000,0.0005,0.0013,-0.0002
14.850000,-0.000047,-0.000004,0.000001,0.0001,-0.000001,0.0000,0.0005,0.0013,-0.0001
14.858333,-0.000047,-0.000003,0.000001,0.0001,-0.000001,0.0000,0.0005,0.0013,-0.0001
14.866667,-0.000047,-0.000003,0.000001,0.0001,-0.000001,0.0000,0.0005,0.0013,-0.0001
14.875000,-0.000047,-0.000003,0.000001,0.0001,-0.000001,0.0000,0.0005,0.0013,-0.0001
14.883333,-0.000047,-0.000003,0.000001,0.0001,-0.000001,0.0000,0.0005,0.0013,-0.0001
14.891667,-0.000047,-0.000003,0.000001,0.0001,-0.000001,0.0000,0.0005,0.0013,-0.0001
14.900000,-0.000047,-0.000003,0.000001,0.0001,-0.000001,0.0000,0.0005,0.0013,-0.0001
14.908333,-0.000047,-0.000003,0.000001,0.0001,-0.000001,0.0000,0.0005,0.0013,-0.0001
14.916667,-0.000047,-0.000003,0.000001,0.0001,-0.000001,0.0000,0.0005,0.0013,-0.0001
14.925000,-0.000047,-0.000003,0.000001,0.0001,-0.000001,0.0000,0.0005,0.0013,-0.0001
14.933333,-0.000047,-0.000003,0.000001,0.0001,-0.000001,0.0000,0.0005,0.0013,-0.0001
14.941667,-0.000047,-0.000003,0.000001,0.0001,-0.000001,0.0000,0.0005,0.0013,-0.0001
14.950000,-0.000047,-0.000003,0.000001,0.0001,-0.000001,0.0000,0.0005,0.0013,-0.0001
14.958333,-0.000047,-0.000003,0.000001,0.0001,-0.000001,0.0000,0.0004,0.0013,-0.0001
14.966667,-0.000047,-0.000002,0.000001,0.0001,-0.000001,0.0000,0.0004,0.0013,-0.0001
14.975000,-0.000047,-0.000002,0.000001,0.0001,-0.000001,0.0000,0.0004,0.0013,-0.0001
14.983333,-0.000047,-0.000002,0.000001,0.0001,-0.000001,0.0000,0.0004,0.0013,-0.0001
14.991667,-0.000047,-0.000002,0.000001,0.0000,-0.000001,0.0000,0.0004,0.0013,-0.0001
15.000000,-0.000047,-0.000002,0.000001,0.0000,-0.000001,0.0000,0.0004,0.0013,-0.0001
15.008333,-0.000047,-0.000002,0.000001,0.0000,-0.000001,0.0000,0.0004,0.0013,-0.0001
15.016667,-0.000047,-0.000002,0.000001,0.0000,-0.000001,0.0000,0.0004,0.0013,-0.0001
15.025000,-0.000047,-0.000002,0.000001,0.0000,-0.000001,0.0000,0.0004,0.0013,-0.0001
15.033333,-0.000047,-0.000002,0.000001,0.0000,-0.000001,0.0000,0.0004,0.0013,-0.0001
15.041667,-0.000047,-0.000002,0.000001,0.0000,-0.000001,0.0000,0.0004,0.0013,-0.0001
15.050000,-0.000047,-0.000002,0.000001,0.0000,-0.000001,0.0000,0.0004,0.0013,-0.0001
15.058333,-0.000047,-0.000002,0.000001,0.0000,-0.000001,0.0000,0.0004,0.0013,-0.0001
15.066667,-0.000047,-0.000002,0.000001,0.0000,-0.000001,0.0000,0.0004,0.0013,-0.0001
15.075000,-0.000047,-0.000002,0.000001,0.0000,-0.000001,0.0000,0.0004,0.0013,-0.0001
15.083333,-0.000047,-0.000002,0.000001,0.0000,-0.000001,0.0000,0.0004,0.0013,-0.0001
15.091667,-0.000047,-0.000002,0.000001,0.0000,-0.000001,0.0000,0.0004,0.0013,-0.0001
15.100000,-0.000047,-0.000001,0.000001,0.0000,-0.000001,0.0000,0.0004,0.0013,-0.0001
15.108333,-0.000047,-0.000001,0.000001,0.0000,-0.000001,0.0000,0.0004,0.0013,-0.0001
15.116667,-0.000047,-0.000001,0.000001,0.0000,-0.000001,0.0000,0.0004,0.0013,-0.0001
15.125000,-0.000047,-0.000001,0.000001,0.0000,-0.000001,0.0000,0.0004,0.0013,-0.0001
15.133333,-0.000048,-0.000001,0.000001,0.0000,-0.000001,0.0000,0.0004,0.0013,-0.0001
15.141667,-0.000048,-0.000001,0.000001,0.0000,-0.000001,0.0000,0.0004,0.0013,-0.0001
15.150000,-0.000048,-0.000001,0.000001,0.0000,-0.000001,0.0000,0.0004,0.0013,-0.0001
15.158333,-0.000048,-0.000001,0.000001,0.0000,-0.000001,0.0000,0.0004,0.0013,-0.0001
15.166667,-0.000048,-0.000001,0.000001,0.0000,-0.000001,0.0000,0.0004,0.0013,-0.0001
15.175000,-0.000048,-0.000001,0.000001,0.0000,-0.000001,0.0000,0.0003,0.0013,-0.0001
15.183333,-0.000048,-0.000001,0.000001,0.0000,-0.000001,0.0000,0.0003,0.0013,-0.0001
15.191667,-0.000048,-0.000001,0.000001,0.0000,-0.000001,0.0000,0.0003,0.0013,-0.0001
15.200000,-0.000048,-0.000001,0.000001,0.0000,-0.000001,0.0000,0.0003,0.0013,-0.0001
15.208333,-0.000048,-0.000001,0.000001,0.0000,-0.000001,0.0000,0.0003,0.0013,-0.0001
15.216667,-0.000048,-0.000001,0.000001,0.0000,-0.000001,0.0000,0.0003,0.0013,-0.0001
15.225000,-0.000048,-0.000001,0.000001,0.0000,-0.000001,0.0000,0.0003,0.0013,-0.0001
15.233333,-0.000048,-0.000001,0.000001,0.0000,-0.000001,0.0000,0.0003,0.0013,-0.0001
15.241667,-0.000048,-0.000001,0.000001,0.0000,-0.000001,0.0000,0.0003,0.0013,-0.0001
15.250000,-0.000048,-0.000000,0.000001,0.0000,-0.000001,0.0000,0.0003,0.0013,-0.0001
15.258333,-0.000048,-0.000000,0.000001,0.0000,-0.000001,0.0000,0.0003,0.0013,-0.0001
15.266667,-0.000048,-0.000000,0.000001,0.0000,-0.000001,0.0000,0.0003,0.0013,-0.0001
15.275000,-0.000048,-0.000000,0.000001,0.0000,-0.000001,0.0000,0.0003,0.0013,-0.0001
15.283333,-0.000048,-0.000000,0.000001,0.0000,-0.000001,0.0000,0.0003,0.0013,-0.0001
15.291667,-0.000048,-0.000000,0.000001,0.0000,-0.000001,0.0000,0.0003,0.0013,-0.0001
15.300000,-0.000048,-0.000000,0.000001,0.0000,-0.000001,0.0000,0.0003,0.0013,-0.0001
15.308333,-0.000048,-0.000000,0.000001,0.0000,-0.000001,0.0000,0.0003,0.0013,-0.0001
15.316667,-0.000048,-0.000000,0.000001,0.0000,-0.000001,0.0000,0.0003,0.0013,-0.0001
15.325000,-0.000048,-0.000000,0.000001,0.0000,-0.000001,0.0000,0.0003,0.0013,-0.0001
15.333333,-0.000048,-0.000000,0.000001,0.0000,-0.000001,0.0000,0.0003,0.0013,-0.0001
